Name,Perm Id,Ric,STS,Tanker Zone,Type
Lianyungang New Oriental Container Terminal,77309541521,C}TS7309541521,0,N/A,BERTH
Lianyungang Ore Terminal,77309539963,C}TS7309539963,0,N/A,BERTH
Liberty Wharf,77309540844,C}TS7309540844,0,N/A,BERTH
Libreville,77309532384,C}TS7309532384,0,West Africa,PORT
Libreville-Owendo Container-LPG Pier,77309540949,C}TS7309540949,0,N/A,BERTH
Licata,77309531379,C}TS7309531379,0,W Coast Italy,PORT
Lidkoping,77309532838,C}TS7309532838,0,Baltic,PORT
Liege,77309533710,C}TS7309533710,0,UK Continent,PORT
"Lien Hai Terminal Kaohsiung (T1 - 42,43)",77309541586,C}TS7309541586,0,N/A,BERTH
Liepaja,77309533370,C}TS7309533370,0,Baltic,PORT
Liepaja Anchorage,77309542926,C}TS7309542926,0,N/A,ANCHORAGE
Liloan,77309534768,C}TS7309534768,0,Manila,PORT
Limas No.1 (Izmit),77309831275,C}TS7309831275,0,N/A,BERTH
Limas No.2 (Izmit),77309831276,C}TS7309831276,0,N/A,BERTH
Limassol,77309532967,C}TS7309532967,0,East Med,PORT
Limassol Anchorage,77309542772,C}TS7309542772,0,N/A,ANCHORAGE
Limassol East Container Terminal,77309541274,C}TS7309541274,0,N/A,BERTH
Limassol STS 2 (test),77309841752,C}TS7309841752,1,N/A,BERTH
Limay,77309542958,C}TS7309542958,0,Manila,PORT
Limay SBM,77309727260,C}TS7309727260,0,N/A,BERTH
Limbang,77309532796,C}TS7309532796,0,Manila,PORT
Limbe,77309533660,C}TS7309533660,0,West Africa,PORT
Limboh Terminal,77309658735,C}TS7309658735,0,N/A,BERTH
Limerick,77309533868,C}TS7309533868,0,Ireland,PORT
Limetree Bay,77309531801,C}TS7309531801,0,Caribbean,PORT
Limnos STS Area,77309779407,C}TS7309779407,1,Greece,PORT
Linden (New York Area),77309542930,C}TS7309542930,0,US Atlantic Coast,PORT
Lingang Comprehensive Berths (Tianjin),77309868142,C}TS7309868142,0,N/A,BERTH
Lingga,77309532218,C}TS7309532218,0,Singapore,PORT
Linggi International Transhipment Hub (Sungai Linggi),77309564315,C}TS7309564315,1,Singapore,PORT
Link Energy Terminal (Mobile),77309823982,C}TS7309823982,0,N/A,BERTH
Linoparemata CBM (Iraklion),77309831212,C}TS7309831212,0,N/A,BERTH
Linoperamata (Heraklion Area),77309543102,C}TS7309543102,0,Greece,PORT
Linparemata Berth 1 (Iraklion),77309831213,C}TS7309831213,0,N/A,BERTH
Lion SBM,77309531934,C}TS7309531934,0,N/A,BERTH
Lipari,77309531326,C}TS7309531326,0,Malta,PORT
Liquid Bulk Terminal,77309539395,C}TS7309539395,0,N/A,BERTH
Liquid Bulk Terminal (Aveiro),77309831277,C}TS7309831277,0,N/A,BERTH
Liquid Bulk Terminal (Gdynia),77309844343,C}TS7309844343,0,N/A,BERTH
Liquid Cargoes Terminal (northern berth),77309539322,C}TS7309539322,0,N/A,BERTH
Liquid Cargoes Terminal (southern berth),77309539323,C}TS7309539323,0,N/A,BERTH
Liquid flammable - Berth No 32G (Barcelona),77309831278,C}TS7309831278,0,N/A,BERTH
Liquid Fuel Terminal,77309540271,C}TS7309540271,0,N/A,BERTH
Liquid/flammable - Berth no 32 A (Barcelona),77309830002,C}TS7309830002,0,N/A,BERTH
Liquid/flammable - Berth no 32 B (Barcelona),77309830003,C}TS7309830003,0,N/A,BERTH
Liquid/flammable - Berth no 32 C (Barcelona),77309830004,C}TS7309830004,0,N/A,BERTH
Liquid/flammable - Berth no 32 D (Barcelona),77309830006,C}TS7309830006,0,N/A,BERTH
Liquid/flammable - Berth no 32 E (Barcelona),77309830008,C}TS7309830008,0,N/A,BERTH
Liquid/flammable - Berth no 32 F (Barcelona),77309830009,C}TS7309830009,0,N/A,BERTH
Liquid/flammable - Berth no 32 G (Barcelona),77309830010,C}TS7309830010,0,N/A,BERTH
Liquid/flammable - Berth no 34 B (Barcelona),77309830011,C}TS7309830011,0,N/A,BERTH
Lirquen,77309534677,C}TS7309534677,0,Chile,PORT
Lisbon,77309531669,C}TS7309531669,0,Gibraltar,PORT
Lisbon Cruise Terminal,77309540029,C}TS7309540029,0,N/A,BERTH
Lisbon Outer Cascais Anchorage,77309543130,C}TS7309543130,0,N/A,ANCHORAGE
Lisco Misurata Steel Works,77309539456,C}TS7309539456,0,N/A,BERTH
Liscont Containter Terminal,77309541229,C}TS7309541229,0,N/A,BERTH
Lisnave Shipyard (Setubal),77309860463,C}TS7309860463,0,N/A,BERTH
List,77309536828,C}TS7309536828,0,UK Continent,PORT
Little Aden (Aden Area),77309542379,C}TS7309542379,0,Aden,PORT
Littlebrook Oil Power Station,77309539850,C}TS7309539850,0,N/A,BERTH
Littlehampton,77309531244,C}TS7309531244,0,UK Continent,PORT
Liuheng Dao,77309538399,C}TS7309538399,0,Shanghai,PORT
Liuheng Power Station,77309765059,C}TS7309765059,0,N/A,BERTH
Liverpool (Canada),77309538560,C}TS7309538560,0,E Coast Canada,PORT
Liverpool (GB),77309534599,C}TS7309534599,0,UK Continent,PORT
Liverpool Bay Offshore Development,77309535349,C}TS7309535349,0,UK Continent,PORT
Liverpool Bulk Terminal,77309540431,C}TS7309540431,0,N/A,BERTH
Livorno (Leghorn) LNG FSRU,77309645924,C}TS7309645924,0,N/A,BERTH
Livorno Berth No. 10 (Leghorn),77309826079,C}TS7309826079,0,N/A,BERTH
Livorno Berth No. 11 (Leghorn),77309826080,C}TS7309826080,0,N/A,BERTH
Livorno Berth No. 27 NDCMASOL (Leghorn),77309826081,C}TS7309826081,0,N/A,BERTH
Livorno Berth No. 28 NDC (Leghorn),77309826082,C}TS7309826082,0,N/A,BERTH
Livorno Berth No. 29 (Leghorn),77309826083,C}TS7309826083,0,N/A,BERTH
Livorno Berth No. 30 (Leghorn),77309826084,C}TS7309826084,0,N/A,BERTH
Livorno Berth No. 36 (Leghorn),77309826085,C}TS7309826085,0,N/A,BERTH
Livorno Northern Anchorage,77309542802,C}TS7309542802,0,N/A,ANCHORAGE
Livorno Southern Anchorage,77309542817,C}TS7309542817,0,N/A,ANCHORAGE
Ljegun AA Rano Jetty (Lagos),77309851666,C}TS7309851666,0,N/A,BERTH
Ljegun Emadeb Jetty (Lagos),77309851665,C}TS7309851665,0,N/A,BERTH
Ljegun Stallionaire Jetty (Lagos),77309851664,C}TS7309851664,0,N/A,BERTH
Ljegun Wosbab Energy Jetty (Lagos),77309851663,C}TS7309851663,0,N/A,BERTH
LMC Contenemar Terminal,77309541235,C}TS7309541235,0,N/A,BERTH
Lobito,77309531787,C}TS7309531787,0,SW Africa,PORT
Lobito Anchorage,77309542956,C}TS7309542956,0,N/A,ANCHORAGE
Loch Ewe,77309910433,C}TS7309910433,0,Ireland,PORT
Loch Ewe Oil Fuel Depot,77309910434,C}TS7309910434,0,N/A,BERTH
Loch Ryan Port Ferry Terminal,77309542307,C}TS7309542307,0,N/A,BERTH
Loch Striven,77309910435,C}TS7309910435,0,Ireland,PORT
Loch Striven Oil Fuel Depot,77309910436,C}TS7309910436,0,N/A,BERTH
Lochem,77309708550,C}TS7309708550,0,UK Continent,PORT
Lom (Bulgaria),77309708521,C}TS7309708521,0,Turkey,PORT
Lome,77309533341,C}TS7309533341,0,West Africa,PORT
Lome Anchorage,77309542739,C}TS7309542739,0,N/A,ANCHORAGE
Lome Container Terminal (generic name),77309539737,C}TS7309539737,0,N/A,BERTH
Lomonosov,77309533936,C}TS7309533936,0,Baltic,PORT
Lomonsov - Iom 25 (St Petersburg),77309830571,C}TS7309830571,0,N/A,BERTH
London,77309539027,C}TS7309539027,0,UK Continent,PORT
London Container Terminal (dock berths),77309541476,C}TS7309541476,0,N/A,BERTH
London Container Terminal (river berths),77309541478,C}TS7309541478,0,N/A,BERTH
London Cruise Terminal Tilbury,77309539853,C}TS7309539853,0,N/A,BERTH
London Gateway Port Area (generic name),77309538987,C}TS7309538987,0,UK Continent,PORT
London Gateway Terminal,77309541106,C}TS7309541106,0,N/A,BERTH
London Thamesport Container Terminal,77309541707,C}TS7309541707,0,N/A,BERTH
Londonderry,77309534646,C}TS7309534646,0,Ireland,PORT
Long Beach,77309531860,C}TS7309531860,0,US West Coast,PORT
Long Beach Anchorage (also Los Angeles),77309542592,C}TS7309542592,0,N/A,ANCHORAGE
Long Beach Carnival Cruises Terminal,77309540493,C}TS7309540493,0,N/A,BERTH
Long Beach Container Terminal - Pier F,77309541299,C}TS7309541299,0,N/A,BERTH
Long Island Point Berth (Hastings Australia),77309787503,C}TS7309787503,0,N/A,BERTH
Long Pond (Conception Bay),77309533583,C}TS7309533583,0,E Coast Canada,PORT
Longhope,77309531442,C}TS7309531442,0,North Sea,PORT
Longkou,77309533901,C}TS7309533901,0,Korea,PORT
Longkou - Berth TBN1,77309826767,C}TS7309826767,0,N/A,BERTH
Longkou Bauxite Berth,77309779670,C}TS7309779670,0,N/A,BERTH
Longkou Bulk Terminal,77309766246,C}TS7309766246,0,N/A,BERTH
Longkou Coal Terminal,77309766247,C}TS7309766247,0,N/A,BERTH
Longkou Inner Anchorage,77309543095,C}TS7309543095,0,N/A,ANCHORAGE
Longkou Outer Anchorage,77309543096,C}TS7309543096,0,N/A,ANCHORAGE
Longoni,77309531681,C}TS7309531681,0,East Africa,PORT
Longoni Port Quay P,77309540966,C}TS7309540966,0,N/A,BERTH
Longview,77309531879,C}TS7309531879,0,US West Coast,PORT
Longyearbyen (Spitsbergen),77309543201,C}TS7309543201,0,'-,PORT
LOOP,77309538494,C}TS7309538494,0,US Gulf,PORT
LOOP - SPM 103,77309557132,C}TS7309557132,0,N/A,BERTH
LOOP - SPM 104,77309557133,C}TS7309557133,0,N/A,BERTH
LOOP-SPM 102,77309785858,C}TS7309785858,0,N/A,BERTH
Lorain,77309531589,C}TS7309531589,0,'-,PORT
Lorengau,77309531535,C}TS7309531535,0,Kumul Marine Terminal,PORT
Lorient,77309532535,C}TS7309532535,0,Bilbao,PORT
Lorient - Berth1 TBN,77309826715,C}TS7309826715,0,N/A,BERTH
Lorim Point East / West (bulk cargo),77309540310,C}TS7309540310,0,N/A,BERTH
Los Angeles (incl San Pedro),77309538907,C}TS7309538907,0,US West Coast,PORT
Los Angeles World Cruise Center (berths 91-93),77309540494,C}TS7309540494,0,N/A,BERTH
Los Vilos,77309542533,C}TS7309542533,0,Chile,PORT
Lota,77309534244,C}TS7309534244,0,Chile,PORT
Lotus Terminal,77309540920,C}TS7309540920,0,N/A,BERTH
Louis Dreyfus Grain Elevator,77309542038,C}TS7309542038,0,N/A,BERTH
Louis Dreyfus Vegetable Oil Berth,77309542039,C}TS7309542039,0,N/A,BERTH
Louisiana Ave Wharf (New Orleans),77309838757,C}TS7309838757,0,N/A,BERTH
Louvain,77309536855,C}TS7309536855,0,UK Continent,PORT
Lovisa,77309536857,C}TS7309536857,0,Baltic,PORT
Lowestoft,77309534658,C}TS7309534658,0,UK Continent,PORT
Lowestoft Anchorage,77309542756,C}TS7309542756,0,N/A,ANCHORAGE
Loyang Offhore Supply Base Singapore,77309539466,C}TS7309539466,0,N/A,BERTH
LPG - Terminal de Embarque Bajo Grande,77309542260,C}TS7309542260,0,N/A,BERTH
LPG Berth (Eleusis),77309838316,C}TS7309838316,0,N/A,BERTH
LPG berth (Freeport-Bahamas),77309779065,C}TS7309779065,0,N/A,BERTH
LPG Pier,77309540269,C}TS7309540269,0,N/A,BERTH
LPG Terminal,77309539721,C}TS7309539721,0,N/A,BERTH
LPG Terminal 1 (Chornomorsk),77309830748,C}TS7309830748,0,N/A,BERTH
LSS Terminal Caustic Berth (Londonderry),77309830460,C}TS7309830460,0,N/A,BERTH
LSS Terminal Oil Berth (Londonderry),77309830461,C}TS7309830461,0,N/A,BERTH
Lu Shun,77309536858,C}TS7309536858,0,Korea,PORT
Luanda,77309532105,C}TS7309532105,0,SW Africa,PORT
Luanda Inner Anchorage,77309542740,C}TS7309542740,0,N/A,ANCHORAGE
Luanda Offshore Mooring Buoy- 1,77309770536,C}TS7309770536,0,N/A,BERTH
Luanda Offshore Mooring Buoy- 2,77309770537,C}TS7309770537,0,N/A,BERTH
Luanda Outer Anchorage,77309542685,C}TS7309542685,0,N/A,ANCHORAGE
Luba,77309531993,C}TS7309531993,0,West Africa,PORT
Lubeck,77309538895,C}TS7309538895,0,Baltic,PORT
Lubuk Gaung,77309756832,C}TS7309756832,0,Singapore,PORT
Lucanin,77309535407,C}TS7309535407,0,Manila,PORT
Lucchini Piombino Steel Works,77309540403,C}TS7309540403,0,N/A,BERTH
Lucciana Offshore Terminal,77309826051,C}TS7309826051,0,N/A,BERTH
Lucina Terminal,77309532729,C}TS7309532729,0,West Africa,PORT
Lucina Terminal - SBM,77309557262,C}TS7309557262,0,N/A,BERTH
Lucinda,77309532228,C}TS7309532228,0,Townsville,PORT
Luderitz,77309533263,C}TS7309533263,0,S Africa,PORT
Luderitz Anchorage,77309542606,C}TS7309542606,0,N/A,ANCHORAGE
Ludwigshafen Am Rhein,77309532960,C}TS7309532960,0,UK Continent,PORT
Lufeng Terminal,77309535510,C}TS7309535510,0,Canton,PORT
Luganville,77309780270,C}TS7309780270,0,N/A,BERTH
Luhuashan,77309538373,C}TS7309538373,0,Shanghai,PORT
Luhuashan Bulk Handling Anchorage (Hangzhou Bay),77309542850,C}TS7309542850,0,N/A,ANCHORAGE
Luhuashan Waiting Anchorage (Hangzhou Bay),77309542849,C}TS7309542849,0,N/A,ANCHORAGE
Luise Harbour,77309536860,C}TS7309536860,0,Kumul Marine Terminal,PORT
Lukoil Burgas-Rosenets Oil Terminal,77309539314,C}TS7309539314,0,N/A,BERTH
Lukoil Svetly Terminal - Berth 1 (Kalingrad),77309846706,C}TS7309846706,0,N/A,BERTH
Lukoil Svetly Terminal - Berth 2 (Kalingrad),77309846707,C}TS7309846707,0,N/A,BERTH
Lulea,77309543281,C}TS7309543281,0,Baltic,PORT
Lulea Bulk Terminal,77309779406,C}TS7309779406,0,N/A,BERTH
Lumut (Brunei),77309533400,C}TS7309533400,0,Manila,PORT
Lumut LNG Berth,77309557203,C}TS7309557203,0,N/A,BERTH
Lumut Malaysia,77309543291,C}TS7309543291,0,Singapore,PORT
Lunenburg,77309534553,C}TS7309534553,0,E Coast Canada,PORT
Luojing Steelworks Terminal,77309765227,C}TS7309765227,0,N/A,BERTH
Luoyuanwan,77309538250,C}TS7309538250,0,Shanghai,PORT
Luoyuanwan Bulk Terminal,77309780047,C}TS7309780047,0,N/A,BERTH
Luwuk,77309536861,C}TS7309536861,0,Lawi-Lawi Terminal,PORT
Luzhou,77309534939,C}TS7309534939,0,Shanghai,PORT
Lyall Harbour (Vancouver Island),77309542497,C}TS7309542497,0,W Coast Canada,PORT
Lyall Harbour Anchorage,77309542498,C}TS7309542498,0,N/A,ANCHORAGE
Lydney,77309531289,C}TS7309531289,0,UK Continent,PORT
Lymington,77309536864,C}TS7309536864,0,UK Continent,PORT
Lyndiane,77309533609,C}TS7309533609,0,North West Africa,PORT
Lynterm East Gate Terminal,77309540333,C}TS7309540333,0,N/A,BERTH
Lynterm West Gate Terminal,77309540334,C}TS7309540334,0,N/A,BERTH
Lyondell (RTM),77309791773,C}TS7309791773,0,N/A,BERTH
Lyondell Basel - Berre A North (Etang de Berre),77309830338,C}TS7309830338,0,N/A,BERTH
Lyondell Basel - Berre A South (Etang de Berre),77309830339,C}TS7309830339,0,N/A,BERTH
Lyondell Basel - Berre Salins (Marseille),77309831214,C}TS7309831214,0,N/A,BERTH
Lyondell Chemical Company,77309540480,C}TS7309540480,0,N/A,BERTH
Lyondell Chemicals Terminal (Lake Charles),77309838759,C}TS7309838759,0,N/A,BERTH
Lyondell Chemicals Terminal Shell Dock (Lake Charles),77309838760,C}TS7309838760,0,N/A,BERTH
LyondellBasell Ref (HOU),77309557027,C}TS7309557027,0,N/A,BERTH
LyondellBasell Ref Dk 4 (HOU),77309557028,C}TS7309557028,0,N/A,BERTH
LyondellBasell Ref Dk A (HOU),77309868143,C}TS7309868143,0,N/A,BERTH
LyondellBasell Ref Dk B (HOU),77309557029,C}TS7309557029,0,N/A,BERTH
LyondellBasell Ref Dk C (HOU),77309557030,C}TS7309557030,0,N/A,BERTH
Lysekil,77309532862,C}TS7309532862,0,UK Continent,PORT
Lysekil (Brofjorden),77309542284,C}TS7309542284,0,UK Continent,PORT
Lysekil LNG and Oil Terminal,77309729393,C}TS7309729393,0,N/A,BERTH
Lyttelton,77309538980,C}TS7309538980,0,New Zealand,PORT
Lyttleton Coal and MPP Berth,77309539726,C}TS7309539726,0,N/A,BERTH
Lyttleton Container Terminal,77309541149,C}TS7309541149,0,N/A,BERTH
Ma Day Island Oil and Gas Terminal (Kyauk Phyu),77309838615,C}TS7309838615,0,N/A,BERTH
Maadiya Port,77309534912,C}TS7309534912,0,East Med,PORT
Ma-Alla Docks,77309540827,C}TS7309540827,0,N/A,BERTH
Maaloy,77309543088,C}TS7309543088,0,North Sea,PORT
Maanshan,77309542916,C}TS7309542916,0,Shanghai,PORT
Maassluis,77309532184,C}TS7309532184,0,UK Continent,PORT
Maastank (RTM),77309755932,C}TS7309755932,0,N/A,BERTH
Maasvlakte 2 (RTM),77309755933,C}TS7309755933,0,N/A,BERTH
Maasvlakte Olie Terminal - MOT,77309540565,C}TS7309540565,0,N/A,BERTH
Maatschap Europoort Terminal,77309540562,C}TS7309540562,0,N/A,BERTH
Mabou,77309536875,C}TS7309536875,0,Quebec,PORT
Macae,77309542997,C}TS7309542997,0,Rio de Janeiro,PORT
Macae Anchorage,77309543169,C}TS7309543169,0,N/A,ANCHORAGE
Macapa,77309536876,C}TS7309536876,0,Belem,PORT
Macapa (Santana),77309534525,C}TS7309534525,0,Belem,PORT
Macassar,77309532739,C}TS7309532739,0,Lawi-Lawi Terminal,PORT
Macau,77309532016,C}TS7309532016,0,Canton,PORT
Macduff (test),77309531296,C}TS7309531296,0,North Sea,PORT
Maceio,77309532747,C}TS7309532747,0,Recife,PORT
Macin,77309533446,C}TS7309533446,0,Turkey,PORT
Mackay,77309532237,C}TS7309532237,0,Townsville,PORT
"Mackay Grain and Fertilizer Terminal (B 3,4 and 5)",77309540181,C}TS7309540181,0,N/A,BERTH
Macquire Wharve Berths 4 and 5,77309540912,C}TS7309540912,0,N/A,BERTH
Macun,77309534946,C}TS7309534946,0,Canton,PORT
Madagascar International Container Terminal,77309541133,C}TS7309541133,0,N/A,BERTH
Madang,77309534747,C}TS7309534747,0,Kumul Marine Terminal,PORT
Madre Deus,77309539134,C}TS7309539134,0,Recife,PORT
Madrid,77309538669,C}TS7309538669,0,'-,PORT
Madura Terminal (Ratu Nusantara FPSO),77309534118,C}TS7309534118,0,Lawi-Lawi Terminal,PORT
Magadan,77309534730,C}TS7309534730,0,Korea,PORT
Magdella,77309534378,C}TS7309534378,0,W Coast India,PORT
Magella Midstream Berth 1 (New Orleans),77309838761,C}TS7309838761,0,N/A,BERTH
Magella Midstream Berth No 2 (New Orleans),77309838763,C}TS7309838763,0,N/A,BERTH
Magellan Galena Park Terminal Dock 1,77309857944,C}TS7309857944,0,N/A,BERTH
Magellan Galena Park Terminal Dock 2,77309857945,C}TS7309857945,0,N/A,BERTH
Magellan Terminal (Wilmington),77309839198,C}TS7309839198,0,N/A,BERTH
Magnat MPP Berths,77309539668,C}TS7309539668,0,N/A,BERTH
Mahajanga,77309531514,C}TS7309531514,0,East Africa,PORT
Mahakam River,77309533689,C}TS7309533689,0,Lawi-Lawi Terminal,PORT
Mahdia,77309536888,C}TS7309536888,0,Malta,PORT
Maher Newark Terminal - (Port Elizabeth),77309541514,C}TS7309541514,0,N/A,BERTH
Maher Newark Terminal - South (Port Elizabeth),77309541513,C}TS7309541513,0,N/A,BERTH
Mahon,77309535498,C}TS7309535498,0,West Med,PORT
Mahon Multipurpose Berths (generic name),77309540507,C}TS7309540507,0,N/A,BERTH
Mahon Roro Ferry Pier (generic name),77309540506,C}TS7309540506,0,N/A,BERTH
Mai Liao Anchorage,77309542464,C}TS7309542464,0,N/A,ANCHORAGE
Mai Liao Power Station,77309539957,C}TS7309539957,0,N/A,BERTH
Mailiao,77309538976,C}TS7309538976,0,Taiwan,PORT
Mailiao Berth East-10,77309822895,C}TS7309822895,0,N/A,BERTH
Mailiao Berth East-7,77309846725,C}TS7309846725,0,N/A,BERTH
Main Bulk Terminal,77309540117,C}TS7309540117,0,N/A,BERTH
Mainz,77309532969,C}TS7309532969,0,UK Continent,PORT
Maisical Fertilizers Bayonne,77309539561,C}TS7309539561,0,N/A,BERTH
Maisonneuve Terminal (Termont),77309541767,C}TS7309541767,0,N/A,BERTH
Maizuru,77309532003,C}TS7309532003,0,Japan,PORT
Maizuru Roro Passenger Terminal (generic name),77309540472,C}TS7309540472,0,N/A,BERTH
Majishan,77309542860,C}TS7309542860,0,Shanghai,PORT
Majishan Loading Berths,77309541857,C}TS7309541857,0,N/A,BERTH
Majuro (Marshall Islands),77309727261,C}TS7309727261,0,Hawaii,PORT
Makar Wharf,77309541160,C}TS7309541160,0,N/A,BERTH
Makassar,77309532041,C}TS7309532041,0,Lawi-Lawi Terminal,PORT
Makassar Container Terminal (Hatta Quay),77309540674,C}TS7309540674,0,N/A,BERTH
Makassar General Cargo Pier (Soekarno Quay),77309540673,C}TS7309540673,0,N/A,BERTH
Makhachkala,77309708695,C}TS7309708695,0,'-,PORT
Malabo,77309532006,C}TS7309532006,0,West Africa,PORT
Malabo Multipurpose Pier,77309540929,C}TS7309540929,0,N/A,BERTH
Malaga,77309532423,C}TS7309532423,0,Gibraltar,PORT
Malaga Anchorage,77309542893,C}TS7309542893,0,N/A,ANCHORAGE
Malaga Roro Ferry Terminal (generic name),77309540594,C}TS7309540594,0,N/A,BERTH
Malalag Bay (aka Davao Area) Layup Anchorage,77309543092,C}TS7309543092,0,N/A,ANCHORAGE
Malau Mooring Buoys,77309779667,C}TS7309779667,0,N/A,BERTH
Malau Port (Fiji),77309538691,C}TS7309538691,0,New Zealand,PORT
Malaysia Marine Heavy Engineering (Pasir Gudang),77309824023,C}TS7309824023,0,N/A,BERTH
Male,77309533279,C}TS7309533279,0,W Coast India,PORT
Male Lagoon Anchorage,77309543167,C}TS7309543167,0,N/A,ANCHORAGE
Malili,77309708551,C}TS7309708551,0,Lawi-Lawi Terminal,PORT
Malm,77309534277,C}TS7309534277,0,North Sea,PORT
Malmo,77309534057,C}TS7309534057,0,Baltic,PORT
Malmo Container Terminal,77309541360,C}TS7309541360,0,N/A,BERTH
Malong Marine Terminal,77309536907,C}TS7309536907,0,Singapore,PORT
Malong Marine Terminal - FPSO,77309557284,C}TS7309557284,0,N/A,BERTH
Malongo - Tanker Anchorage,77309543152,C}TS7309543152,0,N/A,ANCHORAGE
Malongo LPG Terminal,77309536908,C}TS7309536908,0,SW Africa,PORT
Malongo Oil Terminal - SPM Berths No. 2,77309557258,C}TS7309557258,0,N/A,BERTH
Malongo Oil Terminal - SPM Berths No. 3,77309557259,C}TS7309557259,0,N/A,BERTH
Malongo Oil Terminal - SPM Berths No. 4,77309557260,C}TS7309557260,0,N/A,BERTH
Malongo Terminal (Nemba-Cabinda),77309542415,C}TS7309542415,0,SW Africa,PORT
Malpe,77309534625,C}TS7309534625,0,W Coast India,PORT
Malta Freeport Terminal 1,77309541402,C}TS7309541402,0,N/A,BERTH
Malta Freeport Terminal 2,77309541401,C}TS7309541401,0,N/A,BERTH
Malta LNG Terminal (Armada LNG Mediterrana FSU),77309850446,C}TS7309850446,0,N/A,BERTH
Malta STS 2 (test),77309844336,C}TS7309844336,1,N/A,BERTH
Malta/Marsaxlokk,77309531074,C}TS7309531074,0,Malta,PORT
Malta/Marsaxlokk Anchorage,77309539191,C}TS7309539191,0,N/A,ANCHORAGE
Mammoet (Berth also used by Outokumpu Steel),77309540537,C}TS7309540537,0,N/A,BERTH
Mammoet Heavy Lift Terminal Schiedam,77309540525,C}TS7309540525,0,N/A,BERTH
Mamonal,77309534705,C}TS7309534705,0,Caribbean,PORT
Mamonal Coal-Coke Terminal,77309768606,C}TS7309768606,0,N/A,BERTH
Manama,77309536913,C}TS7309536913,0,Arabian Gulf,PORT
Mananjary,77309533995,C}TS7309533995,0,Durban,PORT
Manaus,77309532755,C}TS7309532755,0,Belem,PORT
Manaus Products Terminal,77309945021,C}TS7309945021,0,N/A,BERTH
Manaus Superterminais,77309540981,C}TS7309540981,0,N/A,BERTH
Manchester,77309539162,C}TS7309539162,0,UK Continent,PORT
Manchester Terminal,77309540882,C}TS7309540882,0,N/A,BERTH
Mandvi,77309534064,C}TS7309534064,0,W Coast India,PORT
Manfredonia,77309531404,C}TS7309531404,0,Adriatic,PORT
Mangalia,77309533498,C}TS7309533498,0,Turkey,PORT
Mangalore,77309534632,C}TS7309534632,0,W Coast India,PORT
"Mangalore - Tank Berths 10, 11, 12",77309539753,C}TS7309539753,0,N/A,BERTH
Maniitsoq,77309531656,C}TS7309531656,0,Iceland,PORT
Manila,77309531460,C}TS7309531460,0,Manila,PORT
Manila Anchorage,77309542957,C}TS7309542957,0,N/A,ANCHORAGE
Manila International Container Terminal,77309541458,C}TS7309541458,0,N/A,BERTH
Manitowoc,77309531890,C}TS7309531890,0,E Coast Canada,PORT
Mannheim,77309532983,C}TS7309532983,0,UK Continent,PORT
Manta,77309531858,C}TS7309531858,0,Esmeraldas,PORT
Man-TessTank Berths KS 28 and SD 4,77309539665,C}TS7309539665,0,N/A,BERTH
Mantyluoto,77309534396,C}TS7309534396,0,Baltic,PORT
Mantyluoto East Termial (generic name),77309540749,C}TS7309540749,0,N/A,BERTH
Mantyluoto Kallonlahti Termial (generic name),77309540750,C}TS7309540750,0,N/A,BERTH
Manzanillo (Cuba),77309538848,C}TS7309538848,0,'-,PORT
Manzanillo (Dominican Republic),77309538509,C}TS7309538509,0,Bahamas,PORT
Manzanillo (Mex),77309538816,C}TS7309538816,0,W Mexico,PORT
Manzanillo (Pan - MIT),77309538857,C}TS7309538857,0,Caribbean,PORT
Manzanillo Anchorage,77309542687,C}TS7309542687,0,N/A,ANCHORAGE
Manzanillo International Terminal,77309541787,C}TS7309541787,0,N/A,BERTH
Manzanillo LNG Terminal,77309730876,C}TS7309730876,0,N/A,BERTH
Maoming,77309539223,C}TS7309539223,0,Canton,PORT
Map Ta Phut,77309535282,C}TS7309535282,0,Thailand,PORT
Map Ta Phut - Thai Tank Terminal,77309557427,C}TS7309557427,0,N/A,BERTH
Map Ta Phut LNG Terminal,77309907501,C}TS7309907501,0,N/A,BERTH
Map Ta Phut Offshore Terminal,77309643320,C}TS7309643320,0,N/A,BERTH
Map Ta Phut Power Station,77309539886,C}TS7309539886,0,N/A,BERTH
Maprochim Ferts Terminal,77309540219,C}TS7309540219,0,N/A,BERTH
Maputo,77309533216,C}TS7309533216,0,Durban,PORT
Maputo Bay Anchorage,77309542701,C}TS7309542701,0,N/A,ANCHORAGE
"Maputo Coastal Terminal (Berths 1,2 and 3)",77309540825,C}TS7309540825,0,N/A,BERTH
Maputo Container Terminal (Berth 14),77309540826,C}TS7309540826,0,N/A,BERTH
Maputo Port Berth 10,77309780781,C}TS7309780781,0,N/A,BERTH
Maputo Port Berth 11,77309539317,C}TS7309539317,0,N/A,BERTH
Maputo Port Berth 15,77309539334,C}TS7309539334,0,N/A,BERTH
Maputo Port Berth 5,77309780779,C}TS7309780779,0,N/A,BERTH
Maputo Port Berth 7,77309780780,C}TS7309780780,0,N/A,BERTH
Maputo Port Sugar Terminal (Berth 9),77309539915,C}TS7309539915,0,N/A,BERTH
Mar del Plata,77309531886,C}TS7309531886,0,Buenos Aires,PORT
Mar del Plata - Gas berth,77309557356,C}TS7309557356,0,N/A,BERTH
Maracaibo,77309538935,C}TS7309538935,0,Caribbean,PORT
